,county_code,city_town_code,ward_number,precinct_number,precinct_label,G20PRERTRU,G20PREDBID,G20PRENDEL,G20USSNDER,G20USSTWIL,G20PRETBLA,G20PRELJOR,G20PREGHAW,G20USSGSQU,G20USSDPET,G20USSRJAM,COUNTYFIPS,city_town_name_x,join_id,Summary Level,State Code (FIPS),County Code (FIPS),County Subdivision Code (FIPS),Place Code (FIPS),Consolidtated City Code (FIPS),Area Name (including legal/statistical area description),city_town_name_y,_merge
3191,70,12,0,2,,791.0,739.0,2.0,4.0,13.0,0.0,21.0,4.0,13.0,683.0,823.0,139,GRAND HAVEN TOWNSHIP,139-GRAND HAVEN TOWNSHIP,,,,,,,,,left_only
3192,70,12,0,3,,870.0,784.0,0.0,2.0,9.0,2.0,22.0,1.0,3.0,696.0,964.0,139,GRAND HAVEN TOWNSHIP,139-GRAND HAVEN TOWNSHIP,,,,,,,,,left_only
3193,70,12,0,4,,507.0,410.0,1.0,2.0,13.0,2.0,13.0,3.0,4.0,395.0,509.0,139,GRAND HAVEN TOWNSHIP,139-GRAND HAVEN TOWNSHIP,,,,,,,,,left_only
3194,70,12,0,5,,923.0,978.0,0.0,1.0,4.0,4.0,25.0,5.0,11.0,906.0,1005.0,139,GRAND HAVEN TOWNSHIP,139-GRAND HAVEN TOWNSHIP,,,,,,,,,left_only
3195,70,12,0,6,,974.0,757.0,3.0,5.0,15.0,2.0,26.0,8.0,13.0,718.0,1001.0,139,GRAND HAVEN TOWNSHIP,139-GRAND HAVEN TOWNSHIP,,,,,,,,,left_only
3196,70,12,0,7,,815.0,612.0,0.0,6.0,7.0,3.0,21.0,5.0,9.0,542.0,876.0,139,GRAND HAVEN TOWNSHIP,139-GRAND HAVEN TOWNSHIP,,,,,,,,,left_only
3197,70,14,0,1,,588.0,597.0,1.0,4.0,13.0,1.0,26.0,1.0,12.0,548.0,636.0,139,HOLLAND TOWNSHIP,139-HOLLAND TOWNSHIP,,,,,,,,,left_only
3198,70,14,0,2,,406.0,499.0,1.0,3.0,16.0,2.0,6.0,7.0,24.0,455.0,413.0,139,HOLLAND TOWNSHIP,139-HOLLAND TOWNSHIP,,,,,,,,,left_only
3199,70,14,0,3,,948.0,753.0,2.0,6.0,20.0,5.0,17.0,4.0,13.0,714.0,964.0,139,HOLLAND TOWNSHIP,139-HOLLAND TOWNSHIP,,,,,,,,,left_only
3200,70,14,0,4,,914.0,853.0,0.0,3.0,6.0,2.0,26.0,7.0,20.0,808.0,945.0,139,HOLLAND TOWNSHIP,139-HOLLAND TOWNSHIP,,,,,,,,,left_only
3201,70,14,0,5,,1282.0,513.0,2.0,2.0,9.0,4.0,14.0,2.0,10.0,440.0,1360.0,139,HOLLAND TOWNSHIP,139-HOLLAND TOWNSHIP,,,,,,,,,left_only
3202,70,14,0,6,,719.0,802.0,4.0,5.0,11.0,3.0,17.0,4.0,18.0,744.0,739.0,139,HOLLAND TOWNSHIP,139-HOLLAND TOWNSHIP,,,,,,,,,left_only
3203,70,14,0,7,,835.0,952.0,3.0,4.0,15.0,1.0,21.0,5.0,17.0,866.0,891.0,139,HOLLAND TOWNSHIP,139-HOLLAND TOWNSHIP,,,,,,,,,left_only
3204,70,14,0,8,,489.0,556.0,2.0,3.0,13.0,1.0,15.0,6.0,11.0,520.0,506.0,139,HOLLAND TOWNSHIP,139-HOLLAND TOWNSHIP,,,,,,,,,left_only
3205,70,14,0,9,,1438.0,879.0,0.0,2.0,6.0,4.0,33.0,1.0,13.0,727.0,1599.0,139,HOLLAND TOWNSHIP,139-HOLLAND TOWNSHIP,,,,,,,,,left_only
3206,70,14,0,10,,592.0,587.0,1.0,0.0,8.0,0.0,12.0,4.0,7.0,562.0,606.0,139,HOLLAND TOWNSHIP,139-HOLLAND TOWNSHIP,,,,,,,,,left_only
3207,70,14,0,11,,650.0,712.0,2.0,2.0,16.0,1.0,23.0,1.0,21.0,645.0,687.0,139,HOLLAND TOWNSHIP,139-HOLLAND TOWNSHIP,,,,,,,,,left_only
3208,70,14,0,12,,1100.0,475.0,0.0,3.0,8.0,3.0,12.0,3.0,7.0,408.0,1164.0,139,HOLLAND TOWNSHIP,139-HOLLAND TOWNSHIP,,,,,,,,,left_only
3209,70,16,0,1,,1561.0,422.0,0.0,2.0,13.0,3.0,25.0,0.0,9.0,362.0,1613.0,139,JAMESTOWN TOWNSHIP,139-JAMESTOWN TOWNSHIP,,,,,,,,,left_only
3210,70,16,0,2,,1250.0,206.0,1.0,2.0,2.0,1.0,17.0,1.0,3.0,190.0,1283.0,139,JAMESTOWN TOWNSHIP,139-JAMESTOWN TOWNSHIP,,,,,,,,,left_only
3211,70,16,0,3,,1643.0,619.0,2.0,1.0,8.0,2.0,34.0,5.0,8.0,537.0,1747.0,139,JAMESTOWN TOWNSHIP,139-JAMESTOWN TOWNSHIP,,,,,,,,,left_only
3221,70,22,0,1,,1235.0,374.0,2.0,3.0,7.0,2.0,20.0,6.0,11.0,367.0,1241.0,139,POLKTON TOWNSHIP,139-POLKTON TOWNSHIP,,,,,,,,,left_only
3233,70,30,0,1,,1420.0,848.0,0.0,6.0,20.0,5.0,21.0,2.0,12.0,777.0,1464.0,139,TALLMADGE TOWNSHIP,139-TALLMADGE TOWNSHIP,,,,,,,,,left_only
3234,70,30,0,2,,1285.0,512.0,1.0,2.0,10.0,4.0,32.0,3.0,13.0,477.0,1321.0,139,TALLMADGE TOWNSHIP,139-TALLMADGE TOWNSHIP,,,,,,,,,left_only
3235,70,30,0,3,,978.0,365.0,3.0,5.0,10.0,0.0,12.0,2.0,5.0,347.0,991.0,139,TALLMADGE TOWNSHIP,139-TALLMADGE TOWNSHIP,,,,,,,,,left_only
3238,70,34,0,1,,1091.0,444.0,1.0,4.0,12.0,5.0,20.0,7.0,12.0,400.0,1135.0,139,ZEELAND TOWNSHIP,139-ZEELAND TOWNSHIP,,,,,,,,,left_only
3239,70,34,0,2,,1425.0,621.0,0.0,1.0,15.0,3.0,37.0,3.0,9.0,534.0,1529.0,139,ZEELAND TOWNSHIP,139-ZEELAND TOWNSHIP,,,,,,,,,left_only
3240,70,34,0,3,,1449.0,563.0,1.0,5.0,8.0,2.0,15.0,4.0,9.0,492.0,1518.0,139,ZEELAND TOWNSHIP,139-ZEELAND TOWNSHIP,,,,,,,,,left_only
3241,70,34,0,4,,904.0,301.0,1.0,0.0,2.0,0.0,19.0,6.0,8.0,274.0,947.0,139,ZEELAND TOWNSHIP,139-ZEELAND TOWNSHIP,,,,,,,,,left_only
3282,71,54,0,1,,1020.0,632.0,0.0,3.0,9.0,0.0,15.0,0.0,0.0,666.0,984.0,141,ROGERS CITY,141-ROGERS CITY,,,,,,,,,left_only
3304,73,9,0,1,,293.0,292.0,2.0,3.0,5.0,0.0,5.0,3.0,2.0,309.0,266.0,145,BRIDGEPORT TOWNSHIP,145-BRIDGEPORT TOWNSHIP,,,,,,,,,left_only
3305,73,9,0,2,,410.0,621.0,1.0,5.0,15.0,1.0,8.0,0.0,3.0,629.0,380.0,145,BRIDGEPORT TOWNSHIP,145-BRIDGEPORT TOWNSHIP,,,,,,,,,left_only
3306,73,9,0,3,,873.0,460.0,1.0,3.0,12.0,6.0,22.0,2.0,6.0,500.0,822.0,145,BRIDGEPORT TOWNSHIP,145-BRIDGEPORT TOWNSHIP,,,,,,,,,left_only
3307,73,9,0,4,,320.0,1195.0,0.0,2.0,15.0,0.0,7.0,3.0,10.0,1186.0,309.0,145,BRIDGEPORT TOWNSHIP,145-BRIDGEPORT TOWNSHIP,,,,,,,,,left_only
3308,73,9,0,5,,560.0,355.0,0.0,6.0,9.0,0.0,6.0,3.0,3.0,362.0,537.0,145,BRIDGEPORT TOWNSHIP,145-BRIDGEPORT TOWNSHIP,,,,,,,,,left_only
3309,73,10,0,1,,364.0,297.0,0.0,0.0,7.0,2.0,10.0,2.0,7.0,300.0,353.0,145,BUENA VISTA TOWNSHIP,145-BUENA VISTA TOWNSHIP,,,,,,,,,left_only
3310,73,10,0,2,,55.0,702.0,1.0,2.0,5.0,0.0,0.0,1.0,4.0,695.0,55.0,145,BUENA VISTA TOWNSHIP,145-BUENA VISTA TOWNSHIP,,,,,,,,,left_only
3311,73,10,0,3,,32.0,633.0,1.0,2.0,4.0,1.0,3.0,1.0,4.0,626.0,29.0,145,BUENA VISTA TOWNSHIP,145-BUENA VISTA TOWNSHIP,,,,,,,,,left_only
3312,73,10,0,4,,76.0,517.0,1.0,3.0,8.0,1.0,2.0,1.0,0.0,514.0,69.0,145,BUENA VISTA TOWNSHIP,145-BUENA VISTA TOWNSHIP,,,,,,,,,left_only
3313,73,10,0,5,,170.0,812.0,0.0,0.0,7.0,0.0,4.0,0.0,1.0,811.0,166.0,145,BUENA VISTA TOWNSHIP,145-BUENA VISTA TOWNSHIP,,,,,,,,,left_only
3329,73,30,0,1,,514.0,858.0,1.0,1.0,12.0,3.0,18.0,1.0,5.0,856.0,508.0,145,SAGINAW TOWNSHIP,145-SAGINAW TOWNSHIP,,,,,,,,,left_only
3330,73,30,0,2,,639.0,629.0,3.0,1.0,7.0,1.0,10.0,2.0,4.0,612.0,654.0,145,SAGINAW TOWNSHIP,145-SAGINAW TOWNSHIP,,,,,,,,,left_only
3331,73,30,0,3,,586.0,673.0,0.0,2.0,6.0,1.0,21.0,2.0,8.0,666.0,589.0,145,SAGINAW TOWNSHIP,145-SAGINAW TOWNSHIP,,,,,,,,,left_only
3332,73,30,0,4,,541.0,466.0,0.0,0.0,2.0,2.0,17.0,7.0,12.0,471.0,540.0,145,SAGINAW TOWNSHIP,145-SAGINAW TOWNSHIP,,,,,,,,,left_only
3333,73,30,0,5,,888.0,955.0,2.0,2.0,16.0,4.0,21.0,8.0,12.0,935.0,897.0,145,SAGINAW TOWNSHIP,145-SAGINAW TOWNSHIP,,,,,,,,,left_only
3334,73,30,0,6,,851.0,931.0,1.0,0.0,17.0,3.0,24.0,2.0,5.0,920.0,857.0,145,SAGINAW TOWNSHIP,145-SAGINAW TOWNSHIP,,,,,,,,,left_only
3335,73,30,0,7,,882.0,1082.0,2.0,1.0,14.0,2.0,14.0,7.0,6.0,1055.0,895.0,145,SAGINAW TOWNSHIP,145-SAGINAW TOWNSHIP,,,,,,,,,left_only
3336,73,30,0,8,,542.0,552.0,0.0,0.0,7.0,2.0,6.0,4.0,5.0,571.0,512.0,145,SAGINAW TOWNSHIP,145-SAGINAW TOWNSHIP,,,,,,,,,left_only
3337,73,30,0,9,,791.0,785.0,2.0,4.0,5.0,2.0,8.0,1.0,7.0,777.0,797.0,145,SAGINAW TOWNSHIP,145-SAGINAW TOWNSHIP,,,,,,,,,left_only
3338,73,30,0,10,,852.0,962.0,2.0,3.0,8.0,2.0,11.0,6.0,11.0,962.0,845.0,145,SAGINAW TOWNSHIP,145-SAGINAW TOWNSHIP,,,,,,,,,left_only
3339,73,30,0,11,,585.0,999.0,1.0,6.0,11.0,4.0,20.0,10.0,11.0,1003.0,567.0,145,SAGINAW TOWNSHIP,145-SAGINAW TOWNSHIP,,,,,,,,,left_only
3340,73,30,0,12,,773.0,756.0,0.0,4.0,7.0,2.0,18.0,2.0,5.0,747.0,774.0,145,SAGINAW TOWNSHIP,145-SAGINAW TOWNSHIP,,,,,,,,,left_only
3341,73,30,0,13,,841.0,1113.0,0.0,2.0,15.0,3.0,30.0,2.0,12.0,1099.0,834.0,145,SAGINAW TOWNSHIP,145-SAGINAW TOWNSHIP,,,,,,,,,left_only
3342,73,30,0,14,,947.0,891.0,0.0,1.0,9.0,2.0,16.0,3.0,7.0,870.0,963.0,145,SAGINAW TOWNSHIP,145-SAGINAW TOWNSHIP,,,,,,,,,left_only
3343,73,30,0,15,,422.0,383.0,0.0,0.0,7.0,0.0,4.0,0.0,2.0,362.0,431.0,145,SAGINAW TOWNSHIP,145-SAGINAW TOWNSHIP,,,,,,,,,left_only
3344,73,30,0,16,,1146.0,964.0,3.0,7.0,9.0,1.0,25.0,3.0,9.0,961.0,1133.0,145,SAGINAW TOWNSHIP,145-SAGINAW TOWNSHIP,,,,,,,,,left_only
3401,74,24,0,1,,960.0,851.0,3.0,3.0,23.0,5.0,16.0,1.0,16.0,814.0,968.0,147,FORT GRATIOT TOWNSHIP,147-FORT GRATIOT TOWNSHIP,,,,,,,,,left_only
3402,74,24,0,2,,968.0,609.0,3.0,4.0,12.0,4.0,19.0,4.0,13.0,606.0,953.0,147,FORT GRATIOT TOWNSHIP,147-FORT GRATIOT TOWNSHIP,,,,,,,,,left_only
3403,74,24,0,3,,741.0,521.0,0.0,3.0,25.0,3.0,9.0,2.0,5.0,507.0,718.0,147,FORT GRATIOT TOWNSHIP,147-FORT GRATIOT TOWNSHIP,,,,,,,,,left_only
3404,74,24,0,4,,1308.0,871.0,0.0,6.0,20.0,4.0,35.0,8.0,15.0,855.0,1295.0,147,FORT GRATIOT TOWNSHIP,147-FORT GRATIOT TOWNSHIP,,,,,,,,,left_only
3415,74,40,0,1,,963.0,578.0,0.0,5.0,19.0,3.0,10.0,4.0,11.0,561.0,938.0,147,PORT HURON TOWNSHIP,147-PORT HURON TOWNSHIP,,,,,,,,,left_only
3416,74,40,0,2,,937.0,561.0,0.0,5.0,12.0,2.0,20.0,4.0,7.0,576.0,907.0,147,PORT HURON TOWNSHIP,147-PORT HURON TOWNSHIP,,,,,,,,,left_only
3417,74,40,0,3,,695.0,455.0,0.0,4.0,19.0,1.0,11.0,1.0,7.0,483.0,629.0,147,PORT HURON TOWNSHIP,147-PORT HURON TOWNSHIP,,,,,,,,,left_only
3418,74,40,0,4,,598.0,464.0,1.0,12.0,33.0,1.0,23.0,3.0,15.0,475.0,543.0,147,PORT HURON TOWNSHIP,147-PORT HURON TOWNSHIP,,,,,,,,,left_only
3425,74,54,0,1,,641.0,441.0,1.0,4.0,17.0,3.0,19.0,4.0,15.0,454.0,605.0,147,MARINE CITY,147-MARINE CITY,,,,,,,,,left_only
3426,74,54,0,2,,752.0,411.0,2.0,10.0,15.0,4.0,7.0,0.0,11.0,418.0,690.0,147,MARINE CITY,147-MARINE CITY,,,,,,,,,left_only
3497,76,52,0,1,,473.0,163.0,0.0,4.0,6.0,0.0,6.0,1.0,7.0,177.0,445.0,151,BROWN CITY,151-BROWN CITY,,,,,,,,,left_only
3515,78,8,0,1,,887.0,723.0,0.0,1.0,15.0,3.0,18.0,3.0,12.0,736.0,845.0,155,CALEDONIA TOWNSHIP,155-CALEDONIA TOWNSHIP,,,,,,,,,left_only
3516,78,8,0,2,,539.0,382.0,1.0,2.0,9.0,3.0,12.0,3.0,6.0,410.0,511.0,155,CALEDONIA TOWNSHIP,155-CALEDONIA TOWNSHIP,,,,,,,,,left_only
3521,78,18,0,1,,1068.0,679.0,0.0,10.0,17.0,2.0,18.0,5.0,11.0,711.0,1005.0,155,OWOSSO TOWNSHIP,155-OWOSSO TOWNSHIP,,,,,,,,,left_only
3522,78,18,0,2,,599.0,499.0,1.0,2.0,12.0,0.0,18.0,1.0,4.0,488.0,598.0,155,OWOSSO TOWNSHIP,155-OWOSSO TOWNSHIP,,,,,,,,,left_only
3595,80,34,0,1,,724.0,644.0,0.0,3.0,17.0,3.0,20.0,4.0,15.0,618.0,728.0,159,SOUTH HAVEN TOWNSHIP,159-SOUTH HAVEN TOWNSHIP,,,,,,,,,left_only
3596,80,34,0,2,,369.0,365.0,0.0,2.0,14.0,0.0,9.0,0.0,7.0,341.0,374.0,159,SOUTH HAVEN TOWNSHIP,159-SOUTH HAVEN TOWNSHIP,,,,,,,,,left_only
3604,81,2,0,1,,498.0,1085.0,0.0,1.0,2.0,1.0,20.0,3.0,7.0,1026.0,557.0,161,ANN ARBOR TOWNSHIP,161-ANN ARBOR TOWNSHIP,,,,,,,,,left_only
3605,81,2,0,2,,257.0,1343.0,1.0,2.0,2.0,0.0,12.0,5.0,10.0,1281.0,315.0,161,ANN ARBOR TOWNSHIP,161-ANN ARBOR TOWNSHIP,,,,,,,,,left_only
3606,81,4,0,1,,805.0,817.0,0.0,6.0,13.0,1.0,15.0,3.0,10.0,795.0,797.0,161,AUGUSTA TOWNSHIP,161-AUGUSTA TOWNSHIP,,,,,,,,,left_only
3607,81,4,0,2,,564.0,588.0,0.0,5.0,16.0,2.0,13.0,5.0,12.0,578.0,549.0,161,AUGUSTA TOWNSHIP,161-AUGUSTA TOWNSHIP,,,,,,,,,left_only
3608,81,4,0,3,,929.0,674.0,0.0,1.0,29.0,2.0,14.0,1.0,11.0,676.0,876.0,161,AUGUSTA TOWNSHIP,161-AUGUSTA TOWNSHIP,,,,,,,,,left_only
3625,81,22,0,1,,358.0,1169.0,0.0,3.0,6.0,4.0,20.0,5.0,14.0,1101.0,417.0,161,PITTSFIELD TOWNSHIP,161-PITTSFIELD TOWNSHIP,,,,,,,,,left_only
3626,81,22,0,2,,235.0,1062.0,0.0,1.0,7.0,1.0,10.0,8.0,12.0,1027.0,258.0,161,PITTSFIELD TOWNSHIP,161-PITTSFIELD TOWNSHIP,,,,,,,,,left_only
3627,81,22,0,3,,283.0,1339.0,3.0,2.0,7.0,1.0,11.0,8.0,17.0,1294.0,309.0,161,PITTSFIELD TOWNSHIP,161-PITTSFIELD TOWNSHIP,,,,,,,,,left_only
3628,81,22,0,4,,232.0,1249.0,2.0,2.0,13.0,2.0,10.0,5.0,17.0,1200.0,255.0,161,PITTSFIELD TOWNSHIP,161-PITTSFIELD TOWNSHIP,,,,,,,,,left_only
3629,81,22,0,5,,221.0,931.0,0.0,1.0,3.0,3.0,7.0,8.0,6.0,866.0,284.0,161,PITTSFIELD TOWNSHIP,161-PITTSFIELD TOWNSHIP,,,,,,,,,left_only
3630,81,22,0,6,,654.0,1340.0,0.0,3.0,13.0,2.0,23.0,7.0,16.0,1265.0,709.0,161,PITTSFIELD TOWNSHIP,161-PITTSFIELD TOWNSHIP,,,,,,,,,left_only
3631,81,22,0,7,,374.0,1522.0,1.0,4.0,11.0,1.0,13.0,3.0,15.0,1451.0,420.0,161,PITTSFIELD TOWNSHIP,161-PITTSFIELD TOWNSHIP,,,,,,,,,left_only
3632,81,22,0,8,,344.0,622.0,1.0,0.0,2.0,2.0,8.0,1.0,2.0,582.0,386.0,161,PITTSFIELD TOWNSHIP,161-PITTSFIELD TOWNSHIP,,,,,,,,,left_only
3633,81,22,0,9,,453.0,1469.0,0.0,2.0,6.0,2.0,6.0,2.0,14.0,1378.0,515.0,161,PITTSFIELD TOWNSHIP,161-PITTSFIELD TOWNSHIP,,,,,,,,,left_only
3634,81,22,0,10,,354.0,1595.0,0.0,3.0,10.0,1.0,17.0,5.0,27.0,1531.0,391.0,161,PITTSFIELD TOWNSHIP,161-PITTSFIELD TOWNSHIP,,,,,,,,,left_only
3635,81,22,0,11,,688.0,1426.0,0.0,1.0,6.0,2.0,20.0,0.0,15.0,1297.0,808.0,161,PITTSFIELD TOWNSHIP,161-PITTSFIELD TOWNSHIP,,,,,,,,,left_only
3636,81,22,0,12,,666.0,1057.0,1.0,2.0,8.0,6.0,20.0,3.0,14.0,952.0,768.0,161,PITTSFIELD TOWNSHIP,161-PITTSFIELD TOWNSHIP,,,,,,,,,left_only
3637,81,22,0,13,,181.0,1172.0,0.0,3.0,4.0,2.0,11.0,3.0,21.0,1132.0,199.0,161,PITTSFIELD TOWNSHIP,161-PITTSFIELD TOWNSHIP,,,,,,,,,left_only
3651,81,32,0,1,,466.0,986.0,2.0,2.0,3.0,0.0,11.0,3.0,10.0,931.0,524.0,161,SUPERIOR TOWNSHIP,161-SUPERIOR TOWNSHIP,,,,,,,,,left_only
3652,81,32,0,2,,450.0,1566.0,1.0,3.0,11.0,6.0,20.0,5.0,15.0,1508.0,521.0,161,SUPERIOR TOWNSHIP,161-SUPERIOR TOWNSHIP,,,,,,,,,left_only
3653,81,32,0,3,,116.0,943.0,0.0,3.0,13.0,1.0,9.0,4.0,13.0,918.0,119.0,161,SUPERIOR TOWNSHIP,161-SUPERIOR TOWNSHIP,,,,,,,,,left_only
3654,81,32,0,4,,501.0,1330.0,0.0,8.0,25.0,1.0,22.0,7.0,14.0,1269.0,540.0,161,SUPERIOR TOWNSHIP,161-SUPERIOR TOWNSHIP,,,,,,,,,left_only
3655,81,32,0,5,,896.0,1397.0,0.0,4.0,10.0,6.0,22.0,7.0,14.0,1316.0,969.0,161,SUPERIOR TOWNSHIP,161-SUPERIOR TOWNSHIP,,,,,,,,,left_only
3660,81,38,0,1,,964.0,750.0,2.0,8.0,12.0,1.0,20.0,2.0,13.0,713.0,973.0,161,YORK TOWNSHIP,161-YORK TOWNSHIP,,,,,,,,,left_only
3661,81,38,0,2,,980.0,907.0,1.0,3.0,6.0,3.0,26.0,3.0,4.0,849.0,1049.0,161,YORK TOWNSHIP,161-YORK TOWNSHIP,,,,,,,,,left_only
3662,81,38,0,3,,683.0,758.0,0.0,2.0,6.0,1.0,20.0,3.0,6.0,686.0,769.0,161,YORK TOWNSHIP,161-YORK TOWNSHIP,,,,,,,,,left_only
3663,81,40,0,1,,200.0,1446.0,0.0,5.0,25.0,3.0,14.0,13.0,25.0,1385.0,227.0,161,YPSILANTI TOWNSHIP,161-YPSILANTI TOWNSHIP,,,,,,,,,left_only
3664,81,40,0,2,,294.0,1056.0,1.0,1.0,5.0,1.0,7.0,8.0,20.0,1029.0,313.0,161,YPSILANTI TOWNSHIP,161-YPSILANTI TOWNSHIP,,,,,,,,,left_only
3665,81,40,0,3,,139.0,1017.0,1.0,2.0,16.0,1.0,14.0,4.0,16.0,977.0,155.0,161,YPSILANTI TOWNSHIP,161-YPSILANTI TOWNSHIP,,,,,,,,,left_only
3666,81,40,0,4,,357.0,1482.0,2.0,10.0,28.0,3.0,12.0,6.0,20.0,1452.0,355.0,161,YPSILANTI TOWNSHIP,161-YPSILANTI TOWNSHIP,,,,,,,,,left_only
3667,81,40,0,5,,328.0,958.0,4.0,3.0,13.0,2.0,6.0,6.0,13.0,957.0,306.0,161,YPSILANTI TOWNSHIP,161-YPSILANTI TOWNSHIP,,,,,,,,,left_only
3668,81,40,0,6,,304.0,600.0,1.0,2.0,16.0,0.0,9.0,6.0,22.0,600.0,267.0,161,YPSILANTI TOWNSHIP,161-YPSILANTI TOWNSHIP,,,,,,,,,left_only
3669,81,40,0,7,,317.0,906.0,0.0,7.0,32.0,1.0,13.0,11.0,20.0,883.0,293.0,161,YPSILANTI TOWNSHIP,161-YPSILANTI TOWNSHIP,,,,,,,,,left_only
3670,81,40,0,8,,427.0,825.0,3.0,7.0,24.0,1.0,16.0,3.0,14.0,798.0,406.0,161,YPSILANTI TOWNSHIP,161-YPSILANTI TOWNSHIP,,,,,,,,,left_only
3671,81,40,0,9,,488.0,1286.0,1.0,2.0,16.0,2.0,16.0,6.0,20.0,1244.0,506.0,161,YPSILANTI TOWNSHIP,161-YPSILANTI TOWNSHIP,,,,,,,,,left_only
3672,81,40,0,10,,216.0,873.0,2.0,3.0,15.0,2.0,11.0,7.0,18.0,855.0,211.0,161,YPSILANTI TOWNSHIP,161-YPSILANTI TOWNSHIP,,,,,,,,,left_only
3673,81,40,0,11,,276.0,1245.0,2.0,4.0,22.0,3.0,7.0,2.0,13.0,1216.0,270.0,161,YPSILANTI TOWNSHIP,161-YPSILANTI TOWNSHIP,,,,,,,,,left_only
3674,81,40,0,12,,284.0,1172.0,0.0,0.0,21.0,2.0,14.0,6.0,22.0,1137.0,292.0,161,YPSILANTI TOWNSHIP,161-YPSILANTI TOWNSHIP,,,,,,,,,left_only
3675,81,40,0,13,,429.0,1459.0,1.0,1.0,25.0,4.0,19.0,9.0,26.0,1429.0,424.0,161,YPSILANTI TOWNSHIP,161-YPSILANTI TOWNSHIP,,,,,,,,,left_only
3676,81,40,0,14,,436.0,1197.0,0.0,6.0,13.0,3.0,19.0,6.0,17.0,1166.0,458.0,161,YPSILANTI TOWNSHIP,161-YPSILANTI TOWNSHIP,,,,,,,,,left_only
3677,81,40,0,15,,476.0,959.0,2.0,5.0,8.0,4.0,11.0,5.0,17.0,912.0,509.0,161,YPSILANTI TOWNSHIP,161-YPSILANTI TOWNSHIP,,,,,,,,,left_only
3678,81,40,0,17,,528.0,1736.0,0.0,2.0,16.0,2.0,19.0,5.0,13.0,1679.0,569.0,161,YPSILANTI TOWNSHIP,161-YPSILANTI TOWNSHIP,,,,,,,,,left_only
3679,81,40,0,18,,628.0,1704.0,0.0,1.0,22.0,4.0,32.0,11.0,27.0,1624.0,680.0,161,YPSILANTI TOWNSHIP,161-YPSILANTI TOWNSHIP,,,,,,,,,left_only
3680,81,40,0,19,,668.0,1744.0,0.0,5.0,31.0,0.0,37.0,11.0,29.0,1672.0,693.0,161,YPSILANTI TOWNSHIP,161-YPSILANTI TOWNSHIP,,,,,,,,,left_only
3681,81,40,0,20,,575.0,1183.0,3.0,4.0,22.0,2.0,22.0,8.0,18.0,1144.0,584.0,161,YPSILANTI TOWNSHIP,161-YPSILANTI TOWNSHIP,,,,,,,,,left_only
3754,82,2,0,1,,1019.0,1109.0,0.0,6.0,24.0,5.0,23.0,0.0,15.0,1078.0,982.0,163,BROWNSTOWN TOWNSHIP,163-BROWNSTOWN TOWNSHIP,,,,,,,,,left_only
3755,82,2,0,2,,617.0,852.0,4.0,9.0,19.0,1.0,23.0,4.0,15.0,838.0,600.0,163,BROWNSTOWN TOWNSHIP,163-BROWNSTOWN TOWNSHIP,,,,,,,,,left_only
3756,82,2,0,3,,720.0,1031.0,0.0,2.0,28.0,4.0,10.0,4.0,10.0,999.0,705.0,163,BROWNSTOWN TOWNSHIP,163-BROWNSTOWN TOWNSHIP,,,,,,,,,left_only
3757,82,2,0,4,,715.0,720.0,0.0,2.0,9.0,0.0,4.0,2.0,5.0,690.0,726.0,163,BROWNSTOWN TOWNSHIP,163-BROWNSTOWN TOWNSHIP,,,,,,,,,left_only
3758,82,2,0,5,,569.0,710.0,1.0,2.0,14.0,3.0,3.0,1.0,11.0,704.0,544.0,163,BROWNSTOWN TOWNSHIP,163-BROWNSTOWN TOWNSHIP,,,,,,,,,left_only
3759,82,2,0,6,,887.0,848.0,1.0,5.0,25.0,1.0,13.0,1.0,13.0,845.0,835.0,163,BROWNSTOWN TOWNSHIP,163-BROWNSTOWN TOWNSHIP,,,,,,,,,left_only
3760,82,2,0,7,,813.0,596.0,0.0,2.0,14.0,1.0,21.0,6.0,5.0,631.0,768.0,163,BROWNSTOWN TOWNSHIP,163-BROWNSTOWN TOWNSHIP,,,,,,,,,left_only
3761,82,2,0,8,,877.0,739.0,1.0,1.0,11.0,0.0,13.0,1.0,9.0,732.0,851.0,163,BROWNSTOWN TOWNSHIP,163-BROWNSTOWN TOWNSHIP,,,,,,,,,left_only
3762,82,2,0,9,,790.0,1022.0,3.0,6.0,21.0,3.0,19.0,9.0,16.0,1016.0,761.0,163,BROWNSTOWN TOWNSHIP,163-BROWNSTOWN TOWNSHIP,,,,,,,,,left_only
3763,82,2,0,10,,960.0,970.0,0.0,7.0,22.0,3.0,14.0,5.0,13.0,956.0,905.0,163,BROWNSTOWN TOWNSHIP,163-BROWNSTOWN TOWNSHIP,,,,,,,,,left_only
3764,82,2,0,11,,686.0,475.0,0.0,6.0,9.0,0.0,14.0,3.0,5.0,492.0,656.0,163,BROWNSTOWN TOWNSHIP,163-BROWNSTOWN TOWNSHIP,,,,,,,,,left_only
3765,82,2,0,12,,560.0,540.0,0.0,0.0,6.0,1.0,8.0,3.0,10.0,524.0,558.0,163,BROWNSTOWN TOWNSHIP,163-BROWNSTOWN TOWNSHIP,,,,,,,,,left_only
3766,82,4,0,1,,611.0,1003.0,1.0,1.0,10.0,1.0,12.0,2.0,6.0,976.0,633.0,163,CANTON TOWNSHIP,163-CANTON TOWNSHIP,,,,,,,,,left_only
