,county_code,city_town_code,ward_number,precinct_number,precinct_label,G20PRERTRU,G20PREDBID,G20PRENDEL,G20USSNDER,G20USSTWIL,G20PRETBLA,G20PRELJOR,G20PREGHAW,G20USSGSQU,G20USSDPET,G20USSRJAM,COUNTYFIPS,city_town_name_x,join_id,Summary Level,State Code (FIPS),County Code (FIPS),County Subdivision Code (FIPS),Place Code (FIPS),Consolidtated City Code (FIPS),Area Name (including legal/statistical area description),city_town_name_y,_merge
644,25,14,0,15,,489.0,592.0,0.0,3.0,14.0,0.0,11.0,1.0,10.0,612.0,450.0,049,FLINT TOWNSHIP,049-FLINT TOWNSHIP,,,,,,,,,left_only
645,25,16,0,1,,763.0,600.0,1.0,5.0,10.0,2.0,17.0,3.0,9.0,627.0,712.0,049,FLUSHING TOWNSHIP,049-FLUSHING TOWNSHIP,,,,,,,,,left_only
646,25,16,0,2,,731.0,520.0,0.0,4.0,11.0,3.0,14.0,5.0,11.0,553.0,684.0,049,FLUSHING TOWNSHIP,049-FLUSHING TOWNSHIP,,,,,,,,,left_only
647,25,16,0,3,,1104.0,921.0,1.0,5.0,12.0,2.0,16.0,8.0,10.0,938.0,1064.0,049,FLUSHING TOWNSHIP,049-FLUSHING TOWNSHIP,,,,,,,,,left_only
648,25,16,0,4,,801.0,796.0,2.0,3.0,12.0,1.0,17.0,3.0,4.0,804.0,781.0,049,FLUSHING TOWNSHIP,049-FLUSHING TOWNSHIP,,,,,,,,,left_only
649,25,16,0,5,,270.0,195.0,0.0,2.0,2.0,1.0,5.0,2.0,6.0,203.0,249.0,049,FLUSHING TOWNSHIP,049-FLUSHING TOWNSHIP,,,,,,,,,left_only
657,25,22,0,1,,439.0,429.0,0.0,2.0,19.0,2.0,9.0,4.0,6.0,454.0,389.0,049,GENESEE TOWNSHIP,049-GENESEE TOWNSHIP,,,,,,,,,left_only
658,25,22,0,2,,169.0,583.0,1.0,4.0,14.0,2.0,2.0,2.0,7.0,592.0,141.0,049,GENESEE TOWNSHIP,049-GENESEE TOWNSHIP,,,,,,,,,left_only
659,25,22,0,3,,437.0,430.0,0.0,3.0,12.0,1.0,10.0,3.0,9.0,456.0,397.0,049,GENESEE TOWNSHIP,049-GENESEE TOWNSHIP,,,,,,,,,left_only
660,25,22,0,4,,700.0,675.0,0.0,4.0,28.0,6.0,10.0,4.0,5.0,683.0,664.0,049,GENESEE TOWNSHIP,049-GENESEE TOWNSHIP,,,,,,,,,left_only
661,25,22,0,5,,453.0,381.0,0.0,3.0,7.0,5.0,14.0,2.0,8.0,413.0,416.0,049,GENESEE TOWNSHIP,049-GENESEE TOWNSHIP,,,,,,,,,left_only
662,25,22,0,6,,767.0,686.0,0.0,4.0,20.0,1.0,11.0,4.0,15.0,715.0,713.0,049,GENESEE TOWNSHIP,049-GENESEE TOWNSHIP,,,,,,,,,left_only
663,25,22,0,7,,667.0,515.0,1.0,3.0,12.0,0.0,14.0,5.0,10.0,531.0,627.0,049,GENESEE TOWNSHIP,049-GENESEE TOWNSHIP,,,,,,,,,left_only
664,25,22,0,8,,897.0,811.0,1.0,5.0,19.0,5.0,20.0,4.0,12.0,849.0,828.0,049,GENESEE TOWNSHIP,049-GENESEE TOWNSHIP,,,,,,,,,left_only
665,25,22,0,9,,666.0,735.0,1.0,4.0,16.0,0.0,18.0,2.0,13.0,771.0,597.0,049,GENESEE TOWNSHIP,049-GENESEE TOWNSHIP,,,,,,,,,left_only
666,25,24,0,1,,707.0,1013.0,0.0,1.0,15.0,2.0,20.0,1.0,8.0,998.0,702.0,049,GRAND BLANC TOWNSHIP,049-GRAND BLANC TOWNSHIP,,,,,,,,,left_only
667,25,24,0,2,,439.0,488.0,1.0,4.0,15.0,1.0,13.0,3.0,10.0,491.0,413.0,049,GRAND BLANC TOWNSHIP,049-GRAND BLANC TOWNSHIP,,,,,,,,,left_only
668,25,24,0,3,,619.0,498.0,0.0,5.0,7.0,0.0,22.0,3.0,9.0,508.0,598.0,049,GRAND BLANC TOWNSHIP,049-GRAND BLANC TOWNSHIP,,,,,,,,,left_only
669,25,24,0,4,,597.0,842.0,1.0,4.0,6.0,0.0,19.0,7.0,15.0,826.0,596.0,049,GRAND BLANC TOWNSHIP,049-GRAND BLANC TOWNSHIP,,,,,,,,,left_only
670,25,24,0,5,,532.0,590.0,0.0,0.0,4.0,2.0,12.0,2.0,7.0,576.0,540.0,049,GRAND BLANC TOWNSHIP,049-GRAND BLANC TOWNSHIP,,,,,,,,,left_only
671,25,24,0,6,,837.0,1006.0,0.0,3.0,6.0,1.0,26.0,5.0,16.0,954.0,874.0,049,GRAND BLANC TOWNSHIP,049-GRAND BLANC TOWNSHIP,,,,,,,,,left_only
672,25,24,0,7,,303.0,698.0,0.0,1.0,5.0,0.0,8.0,4.0,7.0,704.0,295.0,049,GRAND BLANC TOWNSHIP,049-GRAND BLANC TOWNSHIP,,,,,,,,,left_only
673,25,24,0,8,,1017.0,949.0,0.0,2.0,11.0,0.0,13.0,2.0,7.0,919.0,1026.0,049,GRAND BLANC TOWNSHIP,049-GRAND BLANC TOWNSHIP,,,,,,,,,left_only
674,25,24,0,9,,788.0,982.0,0.0,0.0,14.0,3.0,12.0,4.0,6.0,972.0,772.0,049,GRAND BLANC TOWNSHIP,049-GRAND BLANC TOWNSHIP,,,,,,,,,left_only
675,25,24,0,10,,645.0,511.0,2.0,1.0,2.0,0.0,7.0,1.0,3.0,501.0,659.0,049,GRAND BLANC TOWNSHIP,049-GRAND BLANC TOWNSHIP,,,,,,,,,left_only
676,25,24,0,11,,368.0,559.0,0.0,5.0,5.0,2.0,16.0,4.0,11.0,555.0,357.0,049,GRAND BLANC TOWNSHIP,049-GRAND BLANC TOWNSHIP,,,,,,,,,left_only
677,25,24,0,12,,361.0,711.0,1.0,4.0,9.0,0.0,18.0,4.0,6.0,693.0,364.0,049,GRAND BLANC TOWNSHIP,049-GRAND BLANC TOWNSHIP,,,,,,,,,left_only
678,25,24,0,13,,543.0,601.0,0.0,1.0,5.0,0.0,20.0,4.0,11.0,600.0,526.0,049,GRAND BLANC TOWNSHIP,049-GRAND BLANC TOWNSHIP,,,,,,,,,left_only
679,25,24,0,14,,855.0,910.0,0.0,1.0,11.0,1.0,19.0,4.0,7.0,916.0,844.0,049,GRAND BLANC TOWNSHIP,049-GRAND BLANC TOWNSHIP,,,,,,,,,left_only
680,25,24,0,15,,962.0,787.0,2.0,4.0,9.0,2.0,17.0,2.0,10.0,783.0,947.0,049,GRAND BLANC TOWNSHIP,049-GRAND BLANC TOWNSHIP,,,,,,,,,left_only
681,25,24,0,16,,317.0,685.0,0.0,0.0,3.0,0.0,13.0,4.0,15.0,672.0,328.0,049,GRAND BLANC TOWNSHIP,049-GRAND BLANC TOWNSHIP,,,,,,,,,left_only
682,25,24,0,17,,714.0,851.0,0.0,2.0,4.0,0.0,26.0,4.0,8.0,848.0,719.0,049,GRAND BLANC TOWNSHIP,049-GRAND BLANC TOWNSHIP,,,,,,,,,left_only
683,25,26,0,1,,444.0,301.0,0.0,1.0,9.0,3.0,7.0,0.0,2.0,320.0,410.0,049,MONTROSE TOWNSHIP,049-MONTROSE TOWNSHIP,,,,,,,,,left_only
684,25,26,0,2,,440.0,269.0,0.0,2.0,12.0,2.0,9.0,0.0,1.0,297.0,401.0,049,MONTROSE TOWNSHIP,049-MONTROSE TOWNSHIP,,,,,,,,,left_only
685,25,26,0,3,,531.0,347.0,0.0,3.0,11.0,1.0,14.0,1.0,3.0,386.0,481.0,049,MONTROSE TOWNSHIP,049-MONTROSE TOWNSHIP,,,,,,,,,left_only
686,25,26,0,4,,596.0,365.0,0.0,1.0,10.0,1.0,5.0,0.0,8.0,388.0,554.0,049,MONTROSE TOWNSHIP,049-MONTROSE TOWNSHIP,,,,,,,,,left_only
714,25,36,0,1,,981.0,737.0,2.0,5.0,21.0,4.0,15.0,0.0,9.0,763.0,925.0,049,VIENNA TOWNSHIP,049-VIENNA TOWNSHIP,,,,,,,,,left_only
715,25,36,0,2,,751.0,602.0,2.0,1.0,15.0,2.0,29.0,2.0,13.0,628.0,716.0,049,VIENNA TOWNSHIP,049-VIENNA TOWNSHIP,,,,,,,,,left_only
716,25,36,0,3,,993.0,850.0,0.0,2.0,22.0,5.0,27.0,8.0,15.0,895.0,926.0,049,VIENNA TOWNSHIP,049-VIENNA TOWNSHIP,,,,,,,,,left_only
717,25,36,0,4,,787.0,627.0,1.0,1.0,10.0,1.0,22.0,3.0,10.0,656.0,743.0,049,VIENNA TOWNSHIP,049-VIENNA TOWNSHIP,,,,,,,,,left_only
718,25,36,0,5,,650.0,492.0,0.0,5.0,7.0,0.0,4.0,0.0,8.0,488.0,635.0,049,VIENNA TOWNSHIP,049-VIENNA TOWNSHIP,,,,,,,,,left_only
840,27,6,0,1,,832.0,595.0,0.0,2.0,7.0,0.0,11.0,6.0,12.0,584.0,818.0,053,IRONWOOD TOWNSHIP,053-IRONWOOD TOWNSHIP,,,,,,,,,left_only
860,28,10,0,1,,907.0,751.0,1.0,5.0,5.0,2.0,22.0,5.0,9.0,725.0,928.0,055,GARFIELD TOWNSHIP,055-GARFIELD TOWNSHIP,,,,,,,,,left_only
861,28,10,0,2,,1126.0,1135.0,1.0,5.0,9.0,2.0,18.0,3.0,8.0,1057.0,1187.0,055,GARFIELD TOWNSHIP,055-GARFIELD TOWNSHIP,,,,,,,,,left_only
862,28,10,0,3,,852.0,1042.0,1.0,3.0,16.0,1.0,29.0,7.0,19.0,1009.0,871.0,055,GARFIELD TOWNSHIP,055-GARFIELD TOWNSHIP,,,,,,,,,left_only
863,28,10,0,4,,769.0,867.0,1.0,5.0,23.0,7.0,31.0,8.0,12.0,832.0,789.0,055,GARFIELD TOWNSHIP,055-GARFIELD TOWNSHIP,,,,,,,,,left_only
864,28,10,0,5,,1045.0,1092.0,1.0,2.0,7.0,4.0,20.0,6.0,12.0,1006.0,1130.0,055,GARFIELD TOWNSHIP,055-GARFIELD TOWNSHIP,,,,,,,,,left_only
865,28,10,0,6,,839.0,779.0,1.0,0.0,6.0,4.0,17.0,5.0,18.0,738.0,861.0,055,GARFIELD TOWNSHIP,055-GARFIELD TOWNSHIP,,,,,,,,,left_only
879,28,52,0,1,,563.0,1144.0,0.0,3.0,5.0,2.0,23.0,7.0,11.0,1076.0,641.0,055,TRAVERSE CITY,055-TRAVERSE CITY,,,,,,,,,left_only
880,28,52,0,3,,467.0,1160.0,1.0,2.0,3.0,1.0,18.0,2.0,8.0,1116.0,511.0,055,TRAVERSE CITY,055-TRAVERSE CITY,,,,,,,,,left_only
881,28,52,0,7,,560.0,1006.0,3.0,3.0,7.0,0.0,21.0,9.0,26.0,978.0,576.0,055,TRAVERSE CITY,055-TRAVERSE CITY,,,,,,,,,left_only
882,28,52,0,8,,436.0,1084.0,1.0,10.0,4.0,2.0,31.0,8.0,22.0,1039.0,476.0,055,TRAVERSE CITY,055-TRAVERSE CITY,,,,,,,,,left_only
883,28,52,0,9,,559.0,1003.0,2.0,1.0,3.0,0.0,18.0,3.0,9.0,939.0,629.0,055,TRAVERSE CITY,055-TRAVERSE CITY,,,,,,,,,left_only
884,28,52,0,10,,631.0,1110.0,2.0,2.0,14.0,1.0,24.0,6.0,19.0,1070.0,667.0,055,TRAVERSE CITY,055-TRAVERSE CITY,,,,,,,,,left_only
933,31,4,0,1,,666.0,430.0,2.0,0.0,8.0,5.0,11.0,2.0,4.0,444.0,653.0,061,CALUMET TOWNSHIP,061-CALUMET TOWNSHIP,,,,,,,,,left_only
934,31,4,0,2,,592.0,275.0,0.0,3.0,5.0,1.0,7.0,2.0,7.0,302.0,561.0,061,CALUMET TOWNSHIP,061-CALUMET TOWNSHIP,,,,,,,,,left_only
935,31,4,0,5,,139.0,141.0,0.0,3.0,2.0,0.0,6.0,2.0,5.0,150.0,132.0,061,CALUMET TOWNSHIP,061-CALUMET TOWNSHIP,,,,,,,,,left_only
936,31,4,0,9,,596.0,399.0,0.0,0.0,2.0,0.0,13.0,5.0,9.0,408.0,586.0,061,CALUMET TOWNSHIP,061-CALUMET TOWNSHIP,,,,,,,,,left_only
948,31,20,0,2,,765.0,569.0,1.0,3.0,6.0,5.0,21.0,3.0,7.0,571.0,769.0,061,PORTAGE TOWNSHIP,061-PORTAGE TOWNSHIP,,,,,,,,,left_only
949,31,20,0,4,,273.0,182.0,0.0,0.0,2.0,1.0,7.0,0.0,4.0,189.0,264.0,061,PORTAGE TOWNSHIP,061-PORTAGE TOWNSHIP,,,,,,,,,left_only
998,33,8,0,1,,749.0,1127.0,2.0,0.0,10.0,3.0,24.0,1.0,10.0,1095.0,779.0,065,DELHI TOWNSHIP,065-DELHI TOWNSHIP,,,,,,,,,left_only
999,33,8,0,2,,760.0,1256.0,4.0,7.0,39.0,3.0,31.0,7.0,21.0,1239.0,734.0,065,DELHI TOWNSHIP,065-DELHI TOWNSHIP,,,,,,,,,left_only
1000,33,8,0,3,,854.0,1307.0,3.0,3.0,15.0,3.0,32.0,2.0,10.0,1263.0,894.0,065,DELHI TOWNSHIP,065-DELHI TOWNSHIP,,,,,,,,,left_only
1001,33,8,0,4,,893.0,1249.0,2.0,5.0,25.0,3.0,30.0,3.0,16.0,1183.0,919.0,065,DELHI TOWNSHIP,065-DELHI TOWNSHIP,,,,,,,,,left_only
1002,33,8,0,5,,671.0,1120.0,1.0,0.0,9.0,2.0,25.0,7.0,11.0,1069.0,724.0,065,DELHI TOWNSHIP,065-DELHI TOWNSHIP,,,,,,,,,left_only
1003,33,8,0,6,,559.0,945.0,0.0,5.0,23.0,2.0,29.0,6.0,14.0,924.0,566.0,065,DELHI TOWNSHIP,065-DELHI TOWNSHIP,,,,,,,,,left_only
1004,33,8,0,7,,520.0,789.0,1.0,4.0,15.0,1.0,24.0,8.0,15.0,792.0,510.0,065,DELHI TOWNSHIP,065-DELHI TOWNSHIP,,,,,,,,,left_only
1005,33,8,0,8,,734.0,1052.0,1.0,5.0,11.0,7.0,31.0,6.0,12.0,1021.0,762.0,065,DELHI TOWNSHIP,065-DELHI TOWNSHIP,,,,,,,,,left_only
1006,33,8,0,9,,824.0,947.0,0.0,0.0,22.0,5.0,23.0,7.0,10.0,931.0,819.0,065,DELHI TOWNSHIP,065-DELHI TOWNSHIP,,,,,,,,,left_only
1008,33,12,0,1,,146.0,511.0,0.0,1.0,4.0,0.0,8.0,4.0,9.0,506.0,147.0,065,LANSING TOWNSHIP,065-LANSING TOWNSHIP,,,,,,,,,left_only
1009,33,12,0,2,,259.0,756.0,0.0,2.0,8.0,2.0,6.0,3.0,7.0,726.0,275.0,065,LANSING TOWNSHIP,065-LANSING TOWNSHIP,,,,,,,,,left_only
1010,33,12,0,3,,271.0,636.0,0.0,1.0,13.0,6.0,15.0,1.0,9.0,625.0,272.0,065,LANSING TOWNSHIP,065-LANSING TOWNSHIP,,,,,,,,,left_only
1011,33,12,0,4,,292.0,603.0,0.0,2.0,7.0,2.0,9.0,3.0,8.0,600.0,288.0,065,LANSING TOWNSHIP,065-LANSING TOWNSHIP,,,,,,,,,left_only
1012,33,12,0,6,,271.0,627.0,0.0,3.0,11.0,1.0,13.0,8.0,10.0,623.0,266.0,065,LANSING TOWNSHIP,065-LANSING TOWNSHIP,,,,,,,,,left_only
1016,33,20,0,1,,454.0,934.0,0.0,1.0,2.0,1.0,15.0,2.0,7.0,911.0,489.0,065,MERIDIAN TOWNSHIP,065-MERIDIAN TOWNSHIP,,,,,,,,,left_only
1017,33,20,0,2,,346.0,901.0,1.0,2.0,5.0,2.0,26.0,3.0,10.0,886.0,371.0,065,MERIDIAN TOWNSHIP,065-MERIDIAN TOWNSHIP,,,,,,,,,left_only
1018,33,20,0,3,,341.0,837.0,0.0,1.0,3.0,0.0,12.0,2.0,9.0,831.0,338.0,065,MERIDIAN TOWNSHIP,065-MERIDIAN TOWNSHIP,,,,,,,,,left_only
1019,33,20,0,4,,573.0,1037.0,1.0,2.0,9.0,3.0,29.0,3.0,13.0,996.0,617.0,065,MERIDIAN TOWNSHIP,065-MERIDIAN TOWNSHIP,,,,,,,,,left_only
1020,33,20,0,5,,395.0,895.0,0.0,1.0,11.0,1.0,17.0,0.0,3.0,858.0,428.0,065,MERIDIAN TOWNSHIP,065-MERIDIAN TOWNSHIP,,,,,,,,,left_only
1021,33,20,0,6,,349.0,812.0,0.0,0.0,3.0,0.0,12.0,1.0,6.0,764.0,395.0,065,MERIDIAN TOWNSHIP,065-MERIDIAN TOWNSHIP,,,,,,,,,left_only
1022,33,20,0,7,,452.0,1025.0,0.0,2.0,7.0,0.0,22.0,4.0,8.0,967.0,522.0,065,MERIDIAN TOWNSHIP,065-MERIDIAN TOWNSHIP,,,,,,,,,left_only
1023,33,20,0,8,,420.0,1227.0,0.0,2.0,6.0,3.0,20.0,8.0,8.0,1190.0,467.0,065,MERIDIAN TOWNSHIP,065-MERIDIAN TOWNSHIP,,,,,,,,,left_only
1024,33,20,0,9,,283.0,972.0,0.0,0.0,5.0,2.0,14.0,4.0,7.0,954.0,314.0,065,MERIDIAN TOWNSHIP,065-MERIDIAN TOWNSHIP,,,,,,,,,left_only
1025,33,20,0,10,,375.0,1044.0,0.0,2.0,5.0,3.0,11.0,2.0,11.0,1003.0,415.0,065,MERIDIAN TOWNSHIP,065-MERIDIAN TOWNSHIP,,,,,,,,,left_only
1026,33,20,0,11,,215.0,691.0,0.0,1.0,1.0,0.0,12.0,1.0,3.0,660.0,249.0,065,MERIDIAN TOWNSHIP,065-MERIDIAN TOWNSHIP,,,,,,,,,left_only
1027,33,20,0,12,,148.0,645.0,2.0,3.0,1.0,0.0,9.0,3.0,10.0,616.0,184.0,065,MERIDIAN TOWNSHIP,065-MERIDIAN TOWNSHIP,,,,,,,,,left_only
1028,33,20,0,13,,258.0,752.0,1.0,0.0,7.0,0.0,15.0,4.0,8.0,727.0,290.0,065,MERIDIAN TOWNSHIP,065-MERIDIAN TOWNSHIP,,,,,,,,,left_only
1029,33,20,0,14,,425.0,945.0,1.0,0.0,5.0,1.0,13.0,3.0,6.0,909.0,468.0,065,MERIDIAN TOWNSHIP,065-MERIDIAN TOWNSHIP,,,,,,,,,left_only
1030,33,20,0,15,,319.0,974.0,0.0,0.0,1.0,1.0,4.0,2.0,4.0,920.0,373.0,065,MERIDIAN TOWNSHIP,065-MERIDIAN TOWNSHIP,,,,,,,,,left_only
1031,33,20,0,17,,624.0,1795.0,2.0,0.0,6.0,0.0,23.0,5.0,19.0,1729.0,677.0,065,MERIDIAN TOWNSHIP,065-MERIDIAN TOWNSHIP,,,,,,,,,left_only
1032,33,20,0,18,,284.0,883.0,0.0,0.0,2.0,0.0,12.0,1.0,5.0,885.0,285.0,065,MERIDIAN TOWNSHIP,065-MERIDIAN TOWNSHIP,,,,,,,,,left_only
1033,33,20,0,19,,317.0,827.0,0.0,0.0,2.0,1.0,6.0,5.0,10.0,794.0,339.0,065,MERIDIAN TOWNSHIP,065-MERIDIAN TOWNSHIP,,,,,,,,,left_only
1034,33,20,0,20,,557.0,901.0,1.0,0.0,2.0,1.0,7.0,3.0,2.0,869.0,598.0,065,MERIDIAN TOWNSHIP,065-MERIDIAN TOWNSHIP,,,,,,,,,left_only
1139,35,4,0,1,,745.0,433.0,0.0,2.0,8.0,2.0,13.0,5.0,5.0,451.0,718.0,069,AU SABLE TOWNSHIP,069-AU SABLE TOWNSHIP,,,,,,,,,left_only
1143,35,12,0,1,,906.0,503.0,2.0,1.0,14.0,1.0,20.0,4.0,11.0,532.0,857.0,069,OSCODA TOWNSHIP,069-OSCODA TOWNSHIP,,,,,,,,,left_only
1144,35,12,0,2,,392.0,232.0,1.0,2.0,6.0,1.0,3.0,1.0,1.0,260.0,354.0,069,OSCODA TOWNSHIP,069-OSCODA TOWNSHIP,,,,,,,,,left_only
1145,35,12,0,3,,625.0,411.0,0.0,5.0,14.0,5.0,18.0,5.0,14.0,423.0,589.0,069,OSCODA TOWNSHIP,069-OSCODA TOWNSHIP,,,,,,,,,left_only
1146,35,12,0,4,,557.0,404.0,0.0,7.0,13.0,1.0,15.0,3.0,14.0,419.0,509.0,069,OSCODA TOWNSHIP,069-OSCODA TOWNSHIP,,,,,,,,,left_only
1154,35,54,0,1,,573.0,388.0,0.0,2.0,12.0,6.0,8.0,2.0,5.0,408.0,543.0,069,TAWAS CITY,069-TAWAS CITY,,,,,,,,,left_only
1185,37,28,0,1,,621.0,665.0,1.0,1.0,6.0,1.0,14.0,2.0,3.0,637.0,648.0,073,UNION TOWNSHIP,073-UNION TOWNSHIP,,,,,,,,,left_only
1186,37,28,0,2,,787.0,1169.0,0.0,8.0,18.0,1.0,25.0,8.0,20.0,1147.0,781.0,073,UNION TOWNSHIP,073-UNION TOWNSHIP,,,,,,,,,left_only
1187,37,28,0,3,,536.0,751.0,0.0,2.0,8.0,1.0,26.0,8.0,13.0,712.0,568.0,073,UNION TOWNSHIP,073-UNION TOWNSHIP,,,,,,,,,left_only
1198,38,2,0,1,,686.0,601.0,1.0,6.0,29.0,0.0,13.0,5.0,19.0,616.0,613.0,075,BLACKMAN TOWNSHIP,075-BLACKMAN TOWNSHIP,,,,,,,,,left_only
1199,38,2,0,2,,1278.0,906.0,1.0,4.0,43.0,0.0,47.0,2.0,12.0,911.0,1208.0,075,BLACKMAN TOWNSHIP,075-BLACKMAN TOWNSHIP,,,,,,,,,left_only
1200,38,2,0,3,,1190.0,869.0,0.0,4.0,34.0,2.0,28.0,3.0,9.0,865.0,1164.0,075,BLACKMAN TOWNSHIP,075-BLACKMAN TOWNSHIP,,,,,,,,,left_only
1201,38,2,0,4,,863.0,849.0,2.0,5.0,35.0,2.0,24.0,11.0,19.0,858.0,804.0,075,BLACKMAN TOWNSHIP,075-BLACKMAN TOWNSHIP,,,,,,,,,left_only
1202,38,2,0,5,,777.0,641.0,0.0,5.0,37.0,5.0,17.0,3.0,17.0,655.0,705.0,075,BLACKMAN TOWNSHIP,075-BLACKMAN TOWNSHIP,,,,,,,,,left_only
1207,38,8,0,1,,1078.0,604.0,0.0,3.0,26.0,1.0,18.0,3.0,14.0,590.0,1036.0,075,GRASS LAKE TOWNSHIP,075-GRASS LAKE TOWNSHIP,,,,,,,,,left_only
1208,38,8,0,2,,939.0,599.0,0.0,3.0,17.0,1.0,23.0,4.0,9.0,612.0,914.0,075,GRASS LAKE TOWNSHIP,075-GRASS LAKE TOWNSHIP,,,,,,,,,left_only
1209,38,8,0,3,,392.0,283.0,0.0,3.0,8.0,0.0,23.0,4.0,10.0,293.0,370.0,075,GRASS LAKE TOWNSHIP,075-GRASS LAKE TOWNSHIP,,,,,,,,,left_only
1267,39,10,0,1,,881.0,625.0,2.0,6.0,22.0,5.0,28.0,2.0,11.0,616.0,868.0,077,COMSTOCK TOWNSHIP,077-COMSTOCK TOWNSHIP,,,,,,,,,left_only
1268,39,10,0,2,,696.0,702.0,1.0,7.0,21.0,2.0,29.0,8.0,23.0,688.0,676.0,077,COMSTOCK TOWNSHIP,077-COMSTOCK TOWNSHIP,,,,,,,,,left_only
1269,39,10,0,3,,718.0,569.0,2.0,7.0,23.0,2.0,20.0,5.0,16.0,550.0,708.0,077,COMSTOCK TOWNSHIP,077-COMSTOCK TOWNSHIP,,,,,,,,,left_only
1270,39,10,0,4,,595.0,590.0,2.0,3.0,8.0,1.0,20.0,6.0,7.0,519.0,668.0,077,COMSTOCK TOWNSHIP,077-COMSTOCK TOWNSHIP,,,,,,,,,left_only
1271,39,10,0,5,,538.0,684.0,1.0,4.0,12.0,1.0,17.0,1.0,10.0,632.0,563.0,077,COMSTOCK TOWNSHIP,077-COMSTOCK TOWNSHIP,,,,,,,,,left_only
1272,39,10,0,6,,486.0,487.0,1.0,1.0,14.0,2.0,11.0,1.0,9.0,444.0,513.0,077,COMSTOCK TOWNSHIP,077-COMSTOCK TOWNSHIP,,,,,,,,,left_only
1273,39,10,0,7,,328.0,678.0,1.0,0.0,10.0,1.0,29.0,4.0,20.0,652.0,341.0,077,COMSTOCK TOWNSHIP,077-COMSTOCK TOWNSHIP,,,,,,,,,left_only
1274,39,12,0,1,,459.0,367.0,0.0,3.0,11.0,4.0,13.0,1.0,5.0,355.0,464.0,077,COOPER TOWNSHIP,077-COOPER TOWNSHIP,,,,,,,,,left_only
1275,39,12,0,2,,536.0,482.0,0.0,2.0,8.0,2.0,18.0,6.0,6.0,458.0,563.0,077,COOPER TOWNSHIP,077-COOPER TOWNSHIP,,,,,,,,,left_only
1276,39,12,0,3,,899.0,964.0,2.0,9.0,17.0,4.0,35.0,4.0,28.0,906.0,933.0,077,COOPER TOWNSHIP,077-COOPER TOWNSHIP,,,,,,,,,left_only
1277,39,12,0,4,,1141.0,823.0,0.0,7.0,19.0,7.0,27.0,5.0,17.0,757.0,1199.0,077,COOPER TOWNSHIP,077-COOPER TOWNSHIP,,,,,,,,,left_only
1278,39,12,0,5,,165.0,310.0,0.0,0.0,8.0,0.0,9.0,3.0,8.0,295.0,174.0,077,COOPER TOWNSHIP,077-COOPER TOWNSHIP,,,,,,,,,left_only
1279,39,14,0,1,,154.0,158.0,0.0,1.0,9.0,1.0,5.0,4.0,8.0,154.0,135.0,077,KALAMAZOO TOWNSHIP,077-KALAMAZOO TOWNSHIP,,,,,,,,,left_only
1280,39,14,0,2,,347.0,490.0,2.0,4.0,15.0,3.0,16.0,4.0,12.0,496.0,327.0,077,KALAMAZOO TOWNSHIP,077-KALAMAZOO TOWNSHIP,,,,,,,,,left_only
1281,39,14,0,3,,635.0,1410.0,0.0,1.0,25.0,0.0,30.0,9.0,20.0,1351.0,679.0,077,KALAMAZOO TOWNSHIP,077-KALAMAZOO TOWNSHIP,,,,,,,,,left_only
1282,39,14,0,4,,278.0,977.0,0.0,0.0,7.0,1.0,20.0,6.0,17.0,948.0,299.0,077,KALAMAZOO TOWNSHIP,077-KALAMAZOO TOWNSHIP,,,,,,,,,left_only
1283,39,14,0,5,,307.0,760.0,1.0,2.0,9.0,2.0,10.0,4.0,12.0,728.0,323.0,077,KALAMAZOO TOWNSHIP,077-KALAMAZOO TOWNSHIP,,,,,,,,,left_only
1284,39,14,0,6,,258.0,987.0,0.0,1.0,18.0,0.0,22.0,1.0,13.0,930.0,280.0,077,KALAMAZOO TOWNSHIP,077-KALAMAZOO TOWNSHIP,,,,,,,,,left_only
1285,39,14,0,7,,702.0,1137.0,1.0,4.0,21.0,4.0,24.0,9.0,16.0,1068.0,761.0,077,KALAMAZOO TOWNSHIP,077-KALAMAZOO TOWNSHIP,,,,,,,,,left_only
1286,39,14,0,8,,336.0,771.0,2.0,5.0,15.0,2.0,19.0,9.0,20.0,753.0,339.0,077,KALAMAZOO TOWNSHIP,077-KALAMAZOO TOWNSHIP,,,,,,,,,left_only
1287,39,14,0,9,,249.0,572.0,0.0,2.0,17.0,3.0,16.0,5.0,18.0,550.0,249.0,077,KALAMAZOO TOWNSHIP,077-KALAMAZOO TOWNSHIP,,,,,,,,,left_only
1288,39,14,0,10,,375.0,969.0,1.0,3.0,11.0,3.0,13.0,8.0,14.0,944.0,387.0,077,KALAMAZOO TOWNSHIP,077-KALAMAZOO TOWNSHIP,,,,,,,,,left_only
1289,39,16,0,1,,602.0,518.0,1.0,1.0,13.0,3.0,18.0,3.0,5.0,493.0,633.0,077,OSHTEMO TOWNSHIP,077-OSHTEMO TOWNSHIP,,,,,,,,,left_only
1290,39,16,0,2,,907.0,1015.0,2.0,5.0,17.0,3.0,31.0,3.0,17.0,932.0,970.0,077,OSHTEMO TOWNSHIP,077-OSHTEMO TOWNSHIP,,,,,,,,,left_only
1291,39,16,0,3,,451.0,886.0,0.0,0.0,1.0,1.0,8.0,4.0,6.0,831.0,507.0,077,OSHTEMO TOWNSHIP,077-OSHTEMO TOWNSHIP,,,,,,,,,left_only
